CMP	HSC	MEP	MPP	P1	P2	P3	P4	P5	P6	P7	P8
276	209	252	289	43	148	180	135	218	103	248	185
3	9	21	4	1	46	85	70	103	133	406	272
4	4	15	7	6	25	33	37	31	36	121	65
195	78	95	128	55	76	81	42	11	13	34	19
37	0	160	8	9	55	90	76	43	15	25	25
19	3	102	5	3	75	148	150	152	38	73	43
1	0	10	0	2	3	8	4	2	12	64	50
37	17	37	33	21	16	22	21	21	25	48	26
54	13	15	18	60	16	3	9	10	7	14	9
639	539	540	632	265	448	628	566	939	541	1038	701
233	138	61	154	28	17	11	11	5	5	14	6
103	87	95	86	15	39	41	39	17	8	22	14
8	4	40	5	9	28	29	19	8	7	5	9
69	61	51	62	34	45	61	30	33	13	39	26
122	119	49	132	29	13	9	6	11	8	11	6
1061	926	978	1065	295	586	824	721	1048	518	948	462
202	201	201	225	53	118	162	147	231	135	234	166
131	9	51	19	78	122	185	175	136	37	36	25
174	234	87	251	53	35	41	27	49	25	34	31
360	469	194	470	78	97	122	93	210	129	258	134
93	80	98	80	33	96	111	89	89	48	98	48
117	91	106	84	51	80	120	114	151	75	89	55
144	126	138	107	83	116	131	134	192	82	131	76
50	13	120	13	28	105	164	135	262	98	120	49
460	351	433	392	81	221	295	228	252	119	263	154
293	311	231	310	86	188	235	245	300	119	268	149
91	72	63	98	14	42	38	48	60	37	76	48
52	2	21	3	41	15	19	11	4	17	11	15
103	86	100	114	30	63	83	67	80	36	69	45
129	102	115	128	24	36	47	57	72	28	35	17
104	65	107	65	30	60	80	62	53	22	29	33
402	319	364	353	57	133	161	101	20	10	16	12
10	2	25	5	2	33	30	15	23	17	13	14
4	0	11	3	7	21	20	27	14	9	12	14
8	5	12	4	6	20	22	30	35	15	20	20
7	4	14	4	8	48	77	44	25	20	24	13
103	43	96	64	6	33	35	28	18	14	13	22
27	37	42	34	24	43	69	69	84	44	56	26
117	125	84	177	16	16	23	32	99	43	41	24
106	132	89	139	52	30	55	52	64	52	46	26
88	48	37	66	23	26	28	18	15	12	23	23
42	17	28	23	8	41	52	40	32	13	18	25
27	0	86	7	2	63	119	182	68	14	8	11
171	204	169	247	46	88	122	103	114	41	29	21
3	3	2	3	5	10	7	8	4	9	26	12
44	14	27	17	14	16	24	17	17	18	15	24
68	42	51	50	37	40	60	35	32	18	25	25
121	143	58	158	29	13	6	5	14	12	10	13
36	20	27	21	22	27	55	29	38	12	18	20
132	30	433	61	10	50	62	42	13	4	9	5
139	146	133	167	24	27	14	6	6	4	5	6
36	16	45	31	18	20	37	24	24	17	27	22
121	90	89	114	35	46	74	33	20	18	23	31
112	109	45	135	35	15	14	10	10	5	14	7
73	1	190	13	9	57	49	21	9	3	12	9
203	196	199	207	78	116	166	186	322	171	304	194
257	236	266	230	72	115	176	188	314	160	284	193
206	167	214	216	55	117	173	192	268	133	225	150
16	5	31	9	11	18	32	17	6	13	19	13
128	106	136	110	30	47	58	35	25	20	31	33
42	27	47	27	12	44	79	50	28	9	18	11
18	16	32	12	15	42	50	26	14	10	16	15
176	111	123	133	38	43	60	50	51	23	59	33
824	651	683	749	180	252	299	320	551	263	505	317
162	98	166	96	62	160	199	176	206	91	119	53
199	129	181	168	69	164	240	254	394	168	275	189
7	2	19	3	7	22	42	28	11	10	15	16
109	60	201	75	25	74	74	61	45	16	31	27
923	924	823	993	253	554	831	811	1558	774	1500	973
35	22	40	21	33	59	65	78	102	83	114	107
189	136	134	165	65	135	198	182	323	159	324	199
30	12	108	14	22	406	691	748	834	217	133	36
58	10	89	19	6	35	30	23	17	10	23	6
23	23	19	24	11	23	34	28	26	13	21	21
47	38	57	61	18	32	63	55	31	20	33	17
120	99	82	113	22	10	12	12	8	16	8	11
56	37	78	33	21	52	48	16	14	4	14	10
7	4	42	3	2	68	98	51	16	6	8	11
4	36	29	25	1	25	15	10	1	3	3	6
47	3	38	6	6	9	16	17	41	17	25	13
18	11	76	8	9	28	43	47	18	17	14	18
12	6	12	6	3	8	17	13	9	5	5	7
142	122	129	126	36	60	77	81	72	36	31	19
59	50	52	42	27	19	37	30	15	11	14	23
35	30	56	23	17	27	32	28	12	6	6	9
208	75	121	97	26	20	6	10	11	13	15	17
6	5	36	7	4	29	58	49	29	12	14	13
5	2	10	5	10	11	22	15	21	10	11	11
34	20	52	21	8	35	35	24	20	10	12	10
48	37	48	38	21	51	53	45	46	28	41	40
105	71	92	89	51	68	148	76	84	40	53	39
17	21	21	19	13	44	64	81	98	45	41	29
143	86	111	84	55	91	164	100	67	29	50	30
132	156	109	190	45	79	106	108	123	54	89	38
84	101	43	120	35	41	39	35	45	24	22	17
71	84	84	86	17	48	50	40	33	15	15	16
247	200	204	198	103	176	288	272	435	215	280	129
128	158	60	152	38	48	69	38	16	11	11	11
8	1	18	3	6	59	81	102	129	36	28	24
20	45	56	38	15	65	81	103	41	28	40	22
30	35	32	38	18	34	41	21	10	8	27	12
233	178	136	188	72	52	58	51	20	17	20	23
155	126	100	149	45	55	67	59	54	31	37	44
88	126	39	141	42	27	25	8	6	8	13	7
48	49	52	54	19	61	92	63	57	20	38	14
83	140	115	143	51	157	225	256	353	179	246	189
41	68	57	73	29	62	98	71	75	62	55	46
56	80	52	62	39	32	50	46	46	36	48	34
101	44	43	66	79	29	33	20	20	20	22	11
3	1	9	1	5	47	66	82	47	38	46	35
66	44	63	54	75	132	219	191	180	114	181	80
32	16	24	19	15	32	44	43	54	18	39	26
9	2	18	3	3	34	50	41	20	16	38	20
39	18	40	30	32	85	133	89	90	61	112	97
3	8	12	2	11	102	224	248	578	376	784	357
6	2	27	1	13	127	230	193	139	72	120	55
170	96	176	114	50	213	316	305	456	189	308	144
31	3	96	7	12	142	259	281	180	54	85	30
180	267	181	256	73	266	451	321	252	158	261	158
141	152	149	181	58	147	240	222	349	222	357	278
586	636	558	566	257	615	942	837	1262	695	1463	953
2	1	2	1	4	11	9	7	10	5	24	15
56	71	76	55	13	143	277	315	717	361	687	243
341	282	352	288	48	243	422	442	765	288	378	76
44	3	23	6	31	32	19	17	6	7	11	13
76	74	85	78	18	65	78	61	47	23	37	14
14	16	13	19	8	16	25	19	13	5	12	18
12	12	41	10	14	39	38	37	39	17	20	19
132	32	335	61	32	322	603	660	1444	707	787	151
3	2	10	4	9	6	17	14	42	24	32	18
18	32	45	33	27	45	67	87	134	86	115	67
33	27	41	24	18	30	53	29	20	15	28	21
226	153	227	188	78	115	177	184	369	176	306	169
293	194	290	257	117	514	664	545	453	117	118	52
55	95	75	86	26	162	247	167	209	112	272	169
140	104	183	127	40	268	341	218	95	42	47	23
30	29	31	42	12	14	44	31	35	25	35	15
116	85	111	112	64	101	116	95	197	96	202	107
275	251	270	269	104	288	417	354	452	199	361	132
11	10	25	10	13	15	29	29	22	28	25	14
705	463	549	604	260	486	720	622	893	422	887	476
150	5	439	22	44	447	665	486	300	113	176	36
11	4	33	10	11	46	64	38	47	36	178	52
4	3	5	0	3	8	15	7	17	39	134	31
3	2	21	5	8	24	33	63	235	173	322	52
153	1	618	27	48	557	944	1114	2367	998	1193	194
576	560	592	613	208	421	606	566	845	440	1044	766
26	12	35	16	18	44	82	71	107	48	101	40
0	1	8	5	2	8	9	12	13	9	10	9
36	46	25	40	20	72	77	45	7	10	19	10
48	67	18	51	14	14	34	16	8	12	13	8
38	101	31	87	10	30	38	29	8	9	20	9
42	23	12	13	25	13	9	10	5	7	8	7
64	1	110	6	29	187	203	100	13	6	11	9
22	36	27	23	13	28	48	33	40	20	26	29
138	507	64	414	40	16	9	7	3	4	13	9
62	41	32	55	31	18	10	13	8	16	28	19
29	45	16	46	44	15	21	12	8	8	19	16
90	123	23	90	42	17	12	10	12	15	16	12
71	157	31	117	24	13	15	9	10	10	15	9
3	1	8	5	5	6	10	5	15	7	19	10
391	463	308	475	94	286	377	269	106	30	57	35
59	96	54	84	24	39	59	77	91	28	44	20
38	63	33	41	24	30	46	57	56	26	20	22
38	34	99	37	12	108	207	197	150	21	9	11
191	325	77	332	47	24	34	18	16	11	15	16
36	36	46	32	16	32	45	50	27	13	18	15
48	32	23	18	25	29	34	24	17	8	14	4
101	52	40	68	45	31	28	18	19	8	31	19
30	9	13	10	31	4	10	11	7	6	15	10
78	104	66	98	33	48	92	78	53	49	76	51
206	158	145	159	25	63	62	78	120	50	59	18
11	3	86	2	4	69	129	114	169	65	74	17
47	3	105	8	6	127	183	216	203	35	32	16
201	164	169	172	87	145	160	163	276	136	262	195
18	0	30	6	2	33	49	35	14	13	17	13
365	76	311	99	13	51	42	22	8	5	11	4
7	3	10	1	2	16	14	18	39	19	19	19
10	18	25	10	7	17	28	12	16	22	20	13
15	15	14	8	5	8	12	14	23	15	17	14
6	1	4	2	10	10	35	45	49	15	18	11
29	27	25	25	4	15	21	12	23	5	11	8
128	205	49	206	25	4	8	7	6	9	8	10
111	101	160	121	6	28	25	26	19	8	5	7
155	187	95	184	31	10	9	12	4	8	5	12
22	21	47	17	5	21	30	37	45	15	23	11
18	1	23	1	0	19	33	28	19	4	7	6
0	1	3	2	0	3	4	1	5	15	5	3
60	89	53	77	13	59	76	26	8	2	6	5
170	189	151	167	21	26	28	13	16	13	10	14
9	10	25	11	5	30	47	30	13	6	11	6
7	1	31	5	4	26	38	21	13	3	6	1
86	3	232	14	9	189	334	409	485	98	35	16
33	18	98	7	6	40	56	32	7	18	8	8
9	4	69	6	6	23	37	32	9	3	10	9
4	0	7	4	5	13	27	13	16	8	11	19
56	19	145	28	3	72	139	125	54	13	9	8
95	31	246	37	15	206	385	418	445	92	97	26
10	3	36	3	6	18	33	35	21	20	15	13
23	7	26	10	2	24	42	66	25	10	17	8
19	1	64	1	7	45	72	60	55	7	8	7
4	5	10	2	7	5	23	13	13	20	19	15
4	1	4	4	3	8	16	20	23	9	17	9
80	39	47	41	54	47	39	35	16	16	13	5
121	25	68	39	33	45	68	24	10	8	17	12
469	219	443	279	100	278	377	206	60	17	30	8
109	47	184	72	30	98	227	267	220	44	30	34
75	81	81	83	15	42	70	63	61	22	29	16
94	65	73	60	17	61	70	48	76	34	32	27
27	1	62	12	11	25	36	5	7	8	13	14
2	1	9	4	4	10	11	19	38	7	14	8
16	23	34	32	14	17	35	33	35	15	25	23
1	0	6	0	12	16	26	15	15	4	9	5
48	30	229	44	6	29	56	71	15	9	11	8
34	23	57	30	5	24	41	31	11	9	15	12
19	51	14	67	7	13	25	30	8	7	13	10
81	71	63	67	13	39	43	40	10	16	33	20
19	17	15	27	13	21	34	21	27	20	14	16
148	127	131	141	38	54	60	51	100	40	53	33
52	11	32	16	64	22	8	13	14	11	18	10
63	76	68	92	19	12	36	27	24	13	13	12
129	253	75	226	19	21	26	14	13	12	29	20
627	526	465	568	138	190	256	240	451	204	399	293
199	126	161	157	35	25	44	37	82	47	87	86
7	8	35	3	3	22	38	27	10	5	6	5
19	5	55	11	5	21	43	32	18	9	12	10
40	26	53	34	15	29	40	34	21	19	28	19
99	88	28	108	20	4	5	4	10	10	13	9
18	20	11	20	18	41	74	92	78	28	15	7
41	13	120	15	18	162	263	198	88	27	21	12
53	12	91	18	8	55	114	83	73	30	20	10
22	1	80	4	5	45	103	176	339	107	43	29
94	11	185	23	9	55	72	63	18	12	10	6
6	1	28	3	8	52	101	142	78	14	12	9
4	2	14	1	2	21	43	30	49	11	22	22
50	37	62	49	15	32	46	44	27	15	9	8
93	1	61	17	11	53	121	112	27	5	9	8
12	36	18	20	7	23	37	30	15	18	18	15
76	53	74	71	18	31	51	26	21	10	18	22
83	72	86	95	28	52	67	34	41	15	23	13
123	78	73	107	10	21	24	22	8	12	11	15
10	3	15	4	6	8	12	17	13	7	17	20
23	17	26	12	13	23	33	26	21	9	15	11
14	6	28	6	7	21	36	31	33	11	15	8
23	15	31	27	15	30	38	34	8	8	16	9
32	26	30	27	20	56	62	45	32	17	29	20
3	1	9	4	10	12	16	8	8	9	12	22
238	185	57	230	44	6	16	7	5	4	15	6
51	58	48	55	16	27	22	12	17	9	6	16
110	47	95	56	11	37	53	36	5	6	9	6
67	144	29	157	8	27	29	16	11	9	6	8
110	82	101	83	49	66	91	69	43	22	35	33
276	534	181	434	27	12	11	3	2	5	8	11
56	55	37	54	25	34	53	36	23	6	15	8
67	73	20	81	21	3	6	5	3	3	7	9
206	137	207	165	27	71	58	25	8	8	16	5
29	13	23	26	28	47	35	24	7	3	5	6
36	31	20	32	24	3	11	6	3	4	8	8
32	40	39	40	21	36	47	31	23	15	8	12
127	118	120	134	14	25	15	6	3	5	8	3
20	12	34	15	12	44	37	25	6	8	13	2
14	14	21	9	13	34	51	24	11	3	8	10
78	83	30	63	23	18	26	14	9	6	14	9
8	1	85	1	6	25	38	23	3	8	7	3
73	57	48	53	32	37	57	33	9	14	17	10
34	22	24	35	7	17	21	18	15	12	10	14
22	4	137	9	12	70	121	95	61	19	19	10
65	45	124	62	25	41	73	40	33	21	30	29
117	182	125	179	20	31	37	24	10	8	16	9
33	12	40	21	10	37	42	37	34	11	25	11
247	163	118	213	63	59	51	34	15	8	20	12
41	43	25	42	21	14	21	18	6	5	13	7
222	284	136	316	43	58	66	60	59	34	22	24
367	347	296	385	100	151	159	168	188	63	55	30
252	190	119	243	109	47	28	23	26	15	26	17
94	42	58	53	34	38	54	24	10	12	13	9
243	174	86	229	46	44	56	15	12	15	14	13
41	21	144	21	15	159	338	294	442	127	115	20
78	50	65	46	21	43	46	25	38	23	52	22
89	11	19	19	50	15	11	8	6	5	16	13
4	5	14	7	9	12	10	9	13	8	14	22
6	1	8	1	24	12	9	6	8	5	7	10
40	31	56	34	12	23	47	42	30	17	26	11
127	44	224	52	8	135	227	159	106	19	38	12
123	127	119	143	157	251	389	344	478	255	695	572
173	96	113	144	135	179	259	217	402	191	500	359
124	97	103	101	133	221	342	310	573	255	673	446
431	371	481	388	212	377	587	567	1103	594	1319	910
11	0	50	0	5	120	222	228	486	186	308	89
138	77	108	78	33	46	62	63	32	18	16	17
99	46	97	55	32	54	52	45	26	19	24	17
68	22	75	31	7	23	25	28	19	8	18	11
312	299	255	332	71	139	217	200	430	207	557	397
337	253	264	305	135	194	228	256	440	233	500	476
86	70	84	76	38	86	99	111	108	76	129	117
9	1	28	2	3	16	22	29	48	45	101	74
19	5	31	5	7	20	37	53	115	38	47	22
29	3	145	5	10	60	56	56	46	24	34	30
16	0	226	1	8	120	186	274	485	189	246	68
5	0	97	2	3	57	96	117	92	37	32	20
75	22	95	41	8	36	41	64	47	12	11	7
37	0	273	4	5	165	282	301	248	68	78	26
12	1	13	6	5	16	20	9	20	27	142	60
194	189	162	226	17	33	45	44	90	40	74	29
169	153	181	188	20	62	69	73	158	90	113	76
5	3	44	5	7	28	57	57	73	41	54	26
241	279	131	264	34	35	24	12	10	7	16	13
5	2	4	3	6	15	22	14	22	25	20	8
7	5	13	3	16	17	18	17	17	9	18	17
50	60	46	62	18	45	59	40	60	28	49	28
8	5	19	6	9	34	51	35	24	14	25	17
45	9	71	24	13	39	37	45	16	7	9	20
7	0	17	5	7	25	34	29	12	9	24	21
62	42	44	50	26	38	64	65	46	40	49	58
96	27	234	68	10	104	151	82	12	8	12	7
46	34	39	33	16	59	77	22	13	13	21	25
81	44	89	58	15	39	62	32	29	21	43	32
184	200	75	170	33	21	10	5	11	13	17	21
159	187	158	202	49	132	198	153	221	107	204	98
232	231	168	255	114	220	357	271	416	172	264	151
76	70	85	83	82	101	149	135	235	104	120	78
238	156	151	185	118	76	73	57	45	35	47	18
150	82	98	95	55	60	76	42	48	27	43	21
308	249	277	250	152	213	259	279	527	232	336	232
67	56	54	75	27	30	38	34	79	54	82	86
82	80	67	101	22	41	36	30	87	57	87	74
56	71	80	90	32	63	94	63	70	38	60	70
67	78	58	73	39	49	73	42	32	21	41	31
54	13	6	8	14	6	11	2	9	6	4	6
2	2	18	2	3	27	36	24	12	8	11	19
239	236	204	252	67	99	96	73	190	135	344	469
45	44	56	51	12	31	39	42	79	57	140	116
18	8	14	16	6	2	9	5	9	36	79	42
21	23	18	30	6	51	98	91	154	145	352	224
92	25	68	49	82	85	129	89	45	49	158	133
68	6	63	19	38	84	117	68	52	24	61	34
192	138	171	162	49	197	308	211	125	77	256	91
117	71	88	87	52	123	178	138	135	71	108	78
143	136	138	148	75	150	184	163	250	147	237	142
48	15	26	20	44	44	65	50	31	31	61	43
47	5	27	16	6	30	23	28	32	16	28	12
39	18	29	18	31	34	71	48	30	31	49	43
55	28	56	35	32	48	49	37	31	7	26	11
102	93	92	107	36	72	77	60	29	9	26	16
40	30	63	26	11	34	67	62	24	13	17	19
61	47	36	40	13	32	39	22	20	11	21	19
128	82	133	120	64	76	135	99	73	17	37	24
77	49	66	58	21	61	112	78	49	30	22	17
235	33	281	79	49	166	262	225	227	56	51	12
25	15	27	7	13	75	105	89	77	32	41	40
111	87	99	85	37	71	103	88	85	43	74	76
104	68	85	96	22	35	42	38	45	28	43	29
88	86	82	95	39	65	93	105	110	48	62	30
38	31	42	50	22	47	65	60	82	36	64	49
71	5	13	13	39	25	21	6	11	14	19	10
4	2	10	5	6	11	12	12	17	10	13	14
26	7	124	13	6	133	295	378	873	331	272	41
28	3	95	6	13	53	64	54	77	43	55	22
27	4	90	5	8	41	41	23	14	20	11	16
110	107	99	79	20	60	74	55	33	21	27	16
15	12	13	10	8	25	29	13	18	11	13	13
304	143	143	187	81	92	110	63	31	17	22	25
144	180	146	164	54	89	107	80	28	14	28	22
44	34	44	33	17	21	43	33	50	40	55	29
301	283	323	314	168	355	512	486	806	328	605	324
11	9	24	15	12	85	164	148	96	50	61	41
105	85	87	85	29	58	116	119	155	72	72	34
182	184	180	210	122	249	440	429	818	374	685	405
21	4	52	6	10	42	76	84	203	42	51	16
211	243	283	267	44	129	186	206	310	156	229	91
164	171	122	174	77	139	205	227	349	160	265	163
9	3	35	2	8	40	83	174	511	191	215	48
74	65	88	74	31	38	60	55	175	132	315	156
261	366	310	384	40	120	195	217	537	227	407	229
6	0	8	3	17	8	9	7	11	13	18	16
117	41	200	100	7	156	191	96	24	11	19	18
6	3	9	2	8	16	17	9	6	8	8	5
1	2	6	0	2	16	22	24	102	36	32	12
35	7	13	9	11	7	12	12	17	23	32	28
14	21	9	13	18	9	5	1	10	10	10	16
442	352	401	367	123	241	360	362	599	279	376	188
412	332	347	365	187	383	557	538	956	476	1036	622
305	278	257	263	86	201	322	260	461	220	437	305
36	35	38	34	11	35	61	49	58	40	54	52
8	7	9	4	9	19	22	19	44	27	31	18
258	158	209	216	73	128	190	139	174	84	170	141
46	23	27	43	13	27	37	41	55	43	80	59
4	0	44	5	6	45	82	93	110	57	130	91
7	2	98	1	10	178	310	377	281	58	54	26
11	5	55	2	10	52	88	72	22	14	13	11
3	2	5	5	9	21	39	41	20	18	19	11
160	162	157	148	82	122	133	121	171	90	116	46
9	12	9	9	16	42	39	47	70	43	30	21
13	19	13	19	9	48	81	54	15	14	19	13
82	39	35	42	51	80	104	91	42	8	20	8
7	0	20	11	20	31	33	30	38	40	58	73
2	3	21	3	19	19	31	19	31	36	53	38
4	1	14	2	14	28	31	34	44	38	70	74
2	6	21	7	21	43	54	46	58	57	102	90
21	29	20	26	15	17	41	23	26	19	42	36
3	4	2	3	5	10	18	10	22	27	26	22
11	6	10	7	13	28	47	30	32	29	32	30
356	409	317	446	215	359	435	294	306	131	204	81
10	5	31	7	16	46	73	62	80	71	132	66
189	261	199	271	94	202	281	208	188	110	277	168
6	6	16	6	38	37	64	39	130	68	113	82
148	89	130	102	66	138	198	205	270	153	233	111
213	56	283	109	42	197	284	239	358	169	128	61
76	87	62	99	102	177	258	249	428	264	369	181
43	35	56	46	47	171	284	360	800	480	562	181
71	19	79	42	31	46	38	28	12	13	15	12
116	111	126	133	36	87	74	62	11	12	9	11
5	4	13	5	7	14	33	19	10	4	6	14
32	25	42	40	29	53	85	75	56	46	41	45
52	51	61	64	68	77	99	80	72	49	55	42
8	5	14	8	21	96	166	139	133	46	53	37
30	34	16	32	36	35	49	43	49	48	57	47
115	67	120	101	66	117	145	114	90	79	99	90
22	0	85	6	16	102	119	85	51	27	38	38
2	3	14	4	10	11	29	15	19	25	34	32
8	5	22	17	15	26	32	23	19	20	23	24
66	46	65	57	13	25	18	3	5	5	5	2
4	5	3	4	17	32	50	53	44	30	54	26
19	12	25	11	5	14	14	18	16	12	17	14
29	13	45	19	10	28	45	37	26	26	33	27
15	4	16	4	12	13	10	17	27	13	30	27
42	33	40	41	20	56	45	22	6	3	2	2
10	7	3	11	8	31	47	30	14	21	16	13
3	9	5	4	5	11	33	30	53	28	37	24
18	35	13	27	14	22	38	33	19	11	15	12
64	67	50	83	38	98	151	122	159	63	127	52
102	102	87	119	104	305	466	400	448	118	90	14
446	456	388	470	158	411	641	513	774	307	437	155
119	104	143	124	35	250	383	291	191	42	45	15
385	383	335	421	196	306	421	403	715	355	536	200
119	108	104	127	66	111	125	93	97	58	72	33
108	58	110	69	42	76	77	86	51	31	39	41
39	77	22	84	35	25	14	21	13	8	12	20
6	3	9	5	13	21	19	17	16	11	20	18
29	58	33	41	33	23	29	24	31	18	25	18
211	225	196	241	73	123	174	176	358	191	300	106
155	131	84	145	43	27	15	7	9	8	12	11
371	298	329	330	191	321	453	450	825	419	829	457
119	74	100	84	48	71	80	55	34	16	45	28
14	1	7	10	22	9	1	2	4	6	10	15
32	3	13	4	24	14	5	4	8	5	13	12
127	137	74	131	43	54	71	67	68	22	23	9
75	27	82	55	35	83	108	90	69	26	28	11
283	206	146	201	31	13	8	2	6	6	6	8
130	61	131	98	30	67	75	48	31	14	8	8
16	4	26	2	5	41	44	67	39	16	18	17
91	74	80	87	26	32	31	11	5	6	14	8
46	16	54	14	9	35	29	14	3	6	6	8
20	28	7	34	23	19	26	20	6	11	21	18
80	56	61	61	27	52	85	55	55	17	34	30
97	61	120	54	46	63	59	42	19	7	13	16
105	358	32	323	21	28	26	27	8	10	15	13
9	8	15	8	9	12	34	26	13	10	14	10
80	118	41	124	27	23	21	11	8	9	13	13
259	156	73	200	76	17	11	4	10	3	12	13
76	3	158	25	12	92	104	90	29	7	6	7
28	61	60	43	6	14	22	9	5	5	7	9
66	116	33	117	30	13	7	5	9	7	17	16
140	84	90	113	46	64	69	48	17	8	27	19
9	5	19	11	36	14	24	14	18	4	15	3
10	4	13	4	9	20	35	20	11	7	13	18
38	39	34	44	8	24	36	22	17	14	22	15
79	85	34	92	23	23	21	17	14	9	12	11
11	2	61	9	11	71	142	170	216	45	32	14
90	4	179	26	23	129	263	335	495	99	62	9
1	2	8	2	4	14	23	24	14	8	9	15
19	2	7	2	29	11	11	13	12	10	9	7
11	5	48	8	9	55	92	96	72	28	15	8
252	121	202	117	54	98	135	104	86	55	69	47
35	8	175	10	6	84	185	180	273	90	73	30
94	49	80	66	21	44	68	32	68	35	53	39
494	374	207	381	96	39	27	10	10	20	13	9
32	26	34	21	12	19	44	21	19	13	20	18
138	66	113	109	60	67	80	82	61	34	35	25
109	129	101	137	35	66	70	64	114	68	77	49
13	11	32	13	8	16	22	35	153	41	38	17
2	1	7	4	3	30	64	46	85	42	43	14
7	2	20	1	4	36	86	40	14	8	20	16
47	38	67	42	16	87	154	107	104	39	51	27
66	38	72	56	24	48	70	58	33	26	27	23
47	33	34	32	8	7	19	4	7	9	9	10
40	4	179	16	9	150	213	244	241	65	38	18
46	62	15	50	21	9	19	9	9	8	19	9
21	18	20	13	15	11	19	11	14	12	20	10
3	1	7	0	8	6	13	5	5	11	19	11
25	23	33	22	12	23	26	27	22	7	21	16
12	4	15	5	0	11	21	18	4	6	9	13
1	0	3	0	3	9	3	8	8	7	27	11
3	0	14	3	6	12	20	11	8	11	9	15
28	16	41	27	14	19	41	30	12	11	18	10
2	0	2	0	2	5	4	9	34	37	74	22
1	0	1	0	3	6	5	10	20	7	8	6
40	3	6	1	31	9	8	4	6	3	12	10
34	1	1	1	27	4	6	4	7	14	3	8
31	4	14	2	8	21	52	50	37	9	20	10
161	10	88	29	12	82	105	94	59	19	33	16
5	0	4	2	3	5	5	10	15	7	10	14
13	21	16	13	3	9	23	13	6	7	14	8
18	7	28	9	6	22	21	31	18	13	19	22
29	18	22	19	12	28	41	34	17	9	26	14
67	23	92	29	13	28	69	48	14	8	21	8
51	31	118	41	12	29	27	9	7	6	8	11
2	1	7	4	5	7	7	8	14	6	9	10
31	18	34	9	15	27	37	19	25	6	24	13
34	18	48	25	25	47	67	58	48	24	38	40
56	41	65	50	19	32	73	35	33	36	52	29
654	562	573	646	199	349	477	444	901	450	1015	714
181	202	190	194	58	177	250	225	125	74	136	46
101	8	419	16	12	354	606	604	284	69	99	19
52	67	66	69	43	59	97	92	86	46	87	64
225	410	88	444	49	36	44	20	8	12	22	8
10	2	18	6	8	39	47	38	21	15	16	36
39	17	68	15	9	67	87	64	14	9	15	23
74	161	54	172	43	38	41	18	16	6	16	11
39	52	61	43	12	34	72	37	17	9	26	12
75	67	62	83	34	46	69	41	44	20	27	19
317	298	271	330	148	237	338	313	516	221	476	249
11	1	15	4	3	51	39	22	5	4	6	6
5	1	11	2	2	50	133	110	6	2	8	3
26	5	34	2	3	32	72	21	9	4	10	8
103	33	29	46	32	14	12	9	7	6	10	19
19	3	17	8	13	9	12	16	8	7	8	12
16	2	26	7	10	29	44	22	16	10	35	20
96	13	284	23	23	193	417	427	227	89	124	52
15	2	39	3	15	29	52	54	83	58	132	54
22	5	43	6	15	29	27	19	22	16	31	24
4	2	24	3	7	24	33	23	92	121	299	108
67	1	133	7	12	98	104	96	24	12	11	13
79	26	90	26	14	47	59	42	30	25	31	19
74	1	30	9	29	11	13	8	10	8	23	12
2	2	50	2	9	51	62	48	47	32	65	16
332	168	244	228	74	65	57	33	8	18	26	20
133	3	30	6	40	27	14	9	12	6	16	7
75	3	50	2	10	20	31	17	4	9	13	14
8	3	15	3	1	14	21	21	8	11	10	8
584	347	590	417	96	266	360	285	260	61	76	22
4	3	13	2	1	15	54	77	43	15	13	16
2	7	18	2	1	14	24	15	26	43	188	123
111	82	107	86	33	79	124	95	201	157	419	307
353	286	360	287	174	320	510	445	673	366	686	477
11	4	21	6	9	22	34	35	23	40	142	64
150	82	128	85	49	54	69	55	59	42	76	48
269	161	256	197	85	140	224	196	344	169	348	218
45	30	28	47	23	44	47	33	18	8	18	7
11	3	9	4	2	22	40	44	12	5	2	4
3	8	19	7	5	12	20	15	15	17	33	6
122	110	124	123	41	97	129	100	96	56	78	24
17	14	20	16	8	26	51	61	37	14	15	17
193	235	199	254	141	263	394	387	594	309	441	368
109	204	131	187	36	219	326	321	289	138	163	113
142	163	60	163	45	16	16	16	15	21	27	21
8	5	16	6	8	17	18	15	12	13	16	28
161	19	150	81	30	72	98	50	35	13	8	10
319	12	194	116	79	56	61	27	17	13	13	13
267	17	142	87	66	49	25	17	18	13	21	18
59	49	67	42	22	52	73	49	61	35	47	34
46	58	47	46	27	41	53	43	45	31	43	36
12	7	26	14	3	6	17	23	10	8	11	17
279	339	126	352	77	46	49	35	33	16	27	13
165	212	95	221	29	31	32	27	18	10	16	13
7	2	6	4	2	10	8	12	28	16	48	22
22	1	11	7	8	18	18	13	10	8	11	9
17	24	13	19	6	31	33	14	17	14	16	10
31	23	31	28	9	29	26	13	8	11	10	7
43	35	115	35	3	34	55	68	54	10	15	5
71	20	99	38	36	75	120	110	165	66	106	32
209	215	91	246	63	71	70	34	38	15	40	11
304	333	193	351	97	127	162	121	130	67	66	12
149	136	83	143	53	46	60	38	18	14	27	15
283	230	283	285	15	67	116	80	60	19	26	8
60	59	56	69	49	64	106	71	99	69	88	41
275	317	241	331	124	203	243	274	453	251	416	214
196	202	163	200	54	128	134	150	296	150	254	135
158	75	64	91	30	15	9	5	5	14	12	7
119	60	118	66	29	81	72	31	4	7	6	10
